id,time,value,aqi,pollution
4,2023:07:02 03:00:00,37.7,106,Slightly unhealthy
5,2023:07:02 03:00:00,53.1,144,Slightly unhealthy
1,2023:07:02 03:00:00,35.6,100,Slightly unhealthy
2,2023:07:02 03:00:00,41.8,116,Slightly unhealthy
3,2023:07:02 03:00:00,5.2,22,Good
4,2023:07:02 03:00:00,51.1,139,Slightly unhealthy
5,2023:07:02 03:00:00,46.1,126,Slightly unhealthy
1,2023:07:02 03:00:00,221.0,270,Very unhealthy
2,2023:07:02 03:00:00,10.6,44,Good
3,2023:07:02 03:00:00,310.9,360,Hazardous
4,2023:07:02 03:00:00,52.1,142,Slightly unhealthy
5,2023:07:02 03:00:00,39.8,111,Slightly unhealthy
1,2023:07:02 03:00:00,155.8,205,Very unhealthy
2,2023:07:02 03:00:00,197.4,247,Very unhealthy
3,2023:07:02 03:00:00,387.1,418,Extremely hazardous
4,2023:07:02 03:00:00,52.0,141,Slightly unhealthy
5,2023:07:02 03:00:00,43.6,120,Slightly unhealthy
1,2023:07:02 03:00:00,52.4,142,Slightly unhealthy
2,2023:07:02 03:00:00,46.2,127,Slightly unhealthy
3,2023:07:02 03:00:00,40.8,113,Slightly unhealthy
4,2023:07:02 03:00:00,44.0,121,Slightly unhealthy
5,2023:07:02 03:00:00,9.1,38,Good
1,2023:07:02 03:00:00,37.3,104,Slightly unhealthy
2,2023:07:02 03:00:00,11.3,47,Good
3,2023:07:02 03:00:00,48.2,132,Slightly unhealthy
4,2023:07:02 03:00:00,116.9,182,Unhealthy
5,2023:07:02 03:00:00,49.9,136,Slightly unhealthy
1,2023:07:02 03:00:00,43.0,119,Slightly unhealthy
2,2023:07:02 03:00:00,9.0,38,Good
3,2023:07:02 03:00:00,16.7,60,Moderate
4,2023:07:02 03:00:00,45.4,125,Slightly unhealthy
5,2023:07:02 03:00:00,5.8,24,Good
1,2023:07:02 03:00:00,53.0,144,Slightly unhealthy
2,2023:07:02 03:00:00,30.4,89,Moderate
3,2023:07:02 03:00:00,53.5,145,Slightly unhealthy
4,2023:07:02 03:00:00,53.4,145,Slightly unhealthy
5,2023:07:02 03:00:00,43.1,119,Slightly unhealthy
1,2023:07:02 03:00:00,40.2,112,Slightly unhealthy
2,2023:07:02 03:00:00,37.5,105,Slightly unhealthy
3,2023:07:02 03:00:00,47.6,130,Slightly unhealthy
4,2023:07:02 03:00:00,18.3,63,Moderate
5,2023:07:02 03:00:00,40.4,112,Slightly unhealthy
1,2023:07:02 03:00:00,5.4,22,Good
2,2023:07:02 03:00:00,38.0,106,Slightly unhealthy
3,2023:07:02 03:00:00,46.5,128,Slightly unhealthy
4,2023:07:02 03:00:00,486.7,468,Extremely hazardous
5,2023:07:02 03:00:00,51.4,140,Slightly unhealthy
1,2023:07:02 03:00:00,35.5,100,Slightly unhealthy
2,2023:07:02 03:00:00,55.0,149,Slightly unhealthy
3,2023:07:02 03:00:00,41.3,114,Slightly unhealthy
4,2023:07:02 03:00:00,39.7,110,Slightly unhealthy
5,2023:07:02 03:00:00,32.8,94,Moderate
1,2023:07:02 03:00:00,10.4,43,Good
2,2023:07:02 03:00:00,17.9,63,Moderate
3,2023:07:02 03:00:00,46.6,128,Slightly unhealthy
4,2023:07:02 03:00:00,47.9,131,Slightly unhealthy
5,2023:07:02 03:00:00,44.9,124,Slightly unhealthy
1,2023:07:02 03:00:00,7.3,30,Good
2,2023:07:02 03:00:00,394.4,422,Extremely hazardous
3,2023:07:02 03:00:00,50.8,138,Slightly unhealthy
4,2023:07:02 03:00:00,53.3,144,Slightly unhealthy
5,2023:07:02 03:00:00,52.5,142,Slightly unhealthy
1,2023:07:02 03:00:00,53.2,144,Slightly unhealthy
2,2023:07:02 03:00:00,45.6,125,Slightly unhealthy
3,2023:07:02 03:00:00,39.7,110,Slightly unhealthy
4,2023:07:02 03:00:00,393.8,422,Extremely hazardous
5,2023:07:02 03:00:00,10.1,42,Good
1,2023:07:02 03:00:00,10.2,42,Good
2,2023:07:02 03:00:00,226.0,276,Very unhealthy
3,2023:07:02 03:00:00,267.7,317,Hazardous
4,2023:07:02 03:00:00,43.2,119,Slightly unhealthy
5,2023:07:02 03:00:00,6.3,26,Good
1,2023:07:02 03:00:00,5.1,21,Good
2,2023:07:02 03:00:00,38.0,106,Slightly unhealthy
3,2023:07:02 03:00:00,52.4,142,Slightly unhealthy
4,2023:07:02 03:00:00,48.4,132,Slightly unhealthy
5,2023:07:02 03:00:00,43.4,120,Slightly unhealthy
1,2023:07:02 03:00:00,53.6,145,Slightly unhealthy
2,2023:07:02 03:00:00,36.3,102,Slightly unhealthy
3,2023:07:02 03:00:00,54.6,148,Slightly unhealthy
4,2023:07:02 03:00:00,234.7,284,Very unhealthy
5,2023:07:02 03:00:00,49.9,136,Slightly unhealthy
1,2023:07:02 03:00:00,47.8,131,Slightly unhealthy
2,2023:07:02 03:00:00,8.6,36,Good
3,2023:07:02 03:00:00,45.6,125,Slightly unhealthy
4,2023:07:02 03:00:00,10.2,42,Good
5,2023:07:02 03:00:00,45.9,126,Slightly unhealthy
1,2023:07:02 03:00:00,55.5,150,Unhealthy
2,2023:07:02 03:00:00,370.2,410,Extremely hazardous
3,2023:07:02 03:00:00,54.4,147,Slightly unhealthy
4,2023:07:02 03:00:00,38.9,108,Slightly unhealthy
5,2023:07:02 03:00:00,327.0,376,Hazardous
1,2023:07:02 03:00:00,42.7,118,Slightly unhealthy
2,2023:07:02 03:00:00,46.3,127,Slightly unhealthy
3,2023:07:02 03:00:00,8.4,35,Good
4,2023:07:02 03:00:00,42.9,118,Slightly unhealthy
5,2023:07:02 03:00:00,35.8,101,Slightly unhealthy
1,2023:07:02 03:00:00,8.2,34,Good
2,2023:07:02 03:00:00,37.7,106,Slightly unhealthy
3,2023:07:02 03:00:00,55.4,150,Slightly unhealthy
4,2023:07:02 03:00:00,36.2,102,Slightly unhealthy
5,2023:07:02 03:00:00,49.2,134,Slightly unhealthy
1,2023:07:02 03:00:00,541.1,495,Extremely hazardous
2,2023:07:02 03:00:00,23.0,73,Moderate
3,2023:07:02 03:00:00,11.6,48,Good
4,2023:07:02 03:00:00,41.9,116,Slightly unhealthy
5,2023:07:02 03:00:00,42.1,116,Slightly unhealthy
1,2023:07:02 03:00:00,213.6,263,Very unhealthy
2,2023:07:02 03:00:00,169.4,219,Very unhealthy
3,2023:07:02 03:00:00,171.6,221,Very unhealthy
4,2023:07:02 03:00:00,36.9,104,Slightly unhealthy
5,2023:07:02 03:00:00,43.5,120,Slightly unhealthy
1,2023:07:02 03:00:00,36.2,102,Slightly unhealthy
2,2023:07:02 03:00:00,38.6,108,Slightly unhealthy
3,2023:07:02 03:00:00,41.8,116,Slightly unhealthy
4,2023:07:02 03:00:00,163.9,213,Very unhealthy
5,2023:07:02 03:00:00,42.7,118,Slightly unhealthy
1,2023:07:02 03:00:00,178.4,228,Very unhealthy
2,2023:07:02 03:00:00,51.1,139,Slightly unhealthy
3,2023:07:02 03:00:00,43.6,120,Slightly unhealthy
4,2023:07:02 03:00:00,41.9,116,Slightly unhealthy
5,2023:07:02 03:00:00,37.8,106,Slightly unhealthy
1,2023:07:02 03:00:00,8.1,34,Good
2,2023:07:02 03:00:00,394.8,422,Extremely hazardous
3,2023:07:02 03:00:00,39.4,110,Slightly unhealthy
4,2023:07:02 03:00:00,37.5,105,Slightly unhealthy
5,2023:07:02 03:00:00,42.7,118,Slightly unhealthy
1,2023:07:02 03:00:00,37.6,105,Slightly unhealthy
2,2023:07:02 03:00:00,44.7,123,Slightly unhealthy
3,2023:07:02 03:00:00,5.8,24,Good
4,2023:07:02 03:00:00,53.8,146,Slightly unhealthy
5,2023:07:02 03:00:00,48.2,132,Slightly unhealthy
1,2023:07:02 03:00:00,124.2,186,Unhealthy
2,2023:07:02 03:00:00,46.3,127,Slightly unhealthy
3,2023:07:02 03:00:00,44.6,123,Slightly unhealthy
4,2023:07:02 03:00:00,252.2,302,Hazardous
5,2023:07:02 03:00:00,40.6,113,Slightly unhealthy
1,2023:07:02 03:00:00,42.6,118,Slightly unhealthy
2,2023:07:02 03:00:00,51.1,139,Slightly unhealthy
3,2023:07:02 03:00:00,154.9,204,Very unhealthy
4,2023:07:02 03:00:00,50.8,138,Slightly unhealthy
5,2023:07:02 03:00:00,54.5,148,Slightly unhealthy
1,2023:07:02 03:00:00,6.4,27,Good
2,2023:07:02 03:00:00,44.8,123,Slightly unhealthy
3,2023:07:02 03:00:00,9.3,39,Good
4,2023:07:02 03:00:00,7.7,32,Good
5,2023:07:02 03:00:00,38.3,107,Slightly unhealthy
1,2023:07:02 03:00:00,52.5,142,Slightly unhealthy
2,2023:07:02 03:00:00,198.4,248,Very unhealthy
3,2023:07:02 03:00:00,46.0,126,Slightly unhealthy
4,2023:07:02 03:00:00,56.9,151,Unhealthy
5,2023:07:02 03:00:00,186.0,236,Very unhealthy
1,2023:07:02 03:00:00,49.6,135,Slightly unhealthy
2,2023:07:02 03:00:00,27.6,83,Moderate
3,2023:07:02 03:00:00,44.9,124,Slightly unhealthy
4,2023:07:02 03:00:00,39.6,110,Slightly unhealthy
5,2023:07:02 03:00:00,394.3,422,Extremely hazardous
1,2023:07:02 03:00:00,453.8,452,Extremely hazardous
2,2023:07:02 03:00:00,50.0,136,Slightly unhealthy
3,2023:07:02 03:00:00,47.2,129,Slightly unhealthy
4,2023:07:02 03:00:00,43.5,120,Slightly unhealthy
5,2023:07:02 03:00:00,39.7,110,Slightly unhealthy
1,2023:07:02 03:00:00,428.2,439,Extremely hazardous
2,2023:07:02 03:00:00,49.1,134,Slightly unhealthy
3,2023:07:02 03:00:00,44.8,123,Slightly unhealthy
4,2023:07:02 03:00:00,40.7,113,Slightly unhealthy
5,2023:07:02 03:00:00,30.2,89,Moderate
1,2023:07:02 03:00:00,54.8,148,Slightly unhealthy
2,2023:07:02 03:00:00,51.7,140,Slightly unhealthy
3,2023:07:02 03:00:00,472.8,461,Extremely hazardous
4,2023:07:02 03:00:00,41.9,116,Slightly unhealthy
5,2023:07:02 03:00:00,52.6,143,Slightly unhealthy
1,2023:07:02 03:00:00,42.1,116,Slightly unhealthy
2,2023:07:02 03:00:00,41.0,114,Slightly unhealthy
3,2023:07:02 03:00:00,43.7,120,Slightly unhealthy
4,2023:07:02 03:00:00,53.0,144,Slightly unhealthy
5,2023:07:02 03:00:00,353.3,401,Extremely hazardous
1,2023:07:02 03:00:00,38.0,106,Slightly unhealthy
2,2023:07:02 03:00:00,8.9,37,Good
3,2023:07:02 03:00:00,46.2,127,Slightly unhealthy
4,2023:07:02 03:00:00,41.0,114,Slightly unhealthy
5,2023:07:02 03:00:00,49.7,136,Slightly unhealthy
1,2023:07:02 03:00:00,242.9,292,Very unhealthy
2,2023:07:02 03:00:00,44.3,122,Slightly unhealthy
3,2023:07:02 03:00:00,446.5,448,Extremely hazardous
4,2023:07:02 03:00:00,45.6,125,Slightly unhealthy
5,2023:07:02 03:00:00,44.2,122,Slightly unhealthy
1,2023:07:02 03:00:00,51.5,140,Slightly unhealthy
2,2023:07:02 03:00:00,42.6,118,Slightly unhealthy
3,2023:07:02 03:00:00,47.0,129,Slightly unhealthy
4,2023:07:02 03:00:00,51.5,140,Slightly unhealthy
5,2023:07:02 03:00:00,47.9,131,Slightly unhealthy
1,2023:07:02 03:00:00,36.4,102,Slightly unhealthy
2,2023:07:02 03:00:00,36.3,102,Slightly unhealthy
3,2023:07:02 03:00:00,49.6,135,Slightly unhealthy
4,2023:07:02 03:00:00,545.7,498,Extremely hazardous
5,2023:07:02 03:00:00,51.5,140,Slightly unhealthy
1,2023:07:02 03:00:00,36.9,104,Slightly unhealthy
2,2023:07:02 03:00:00,55.5,150,Unhealthy
3,2023:07:02 03:00:00,457.9,454,Extremely hazardous
4,2023:07:02 03:00:00,52.5,142,Slightly unhealthy
5,2023:07:02 03:00:00,52.7,143,Slightly unhealthy
1,2023:07:02 03:00:00,50.5,138,Slightly unhealthy
2,2023:07:02 03:00:00,8.1,34,Good
3,2023:07:02 03:00:00,48.8,133,Slightly unhealthy
4,2023:07:02 03:00:00,45.3,124,Slightly unhealthy
5,2023:07:02 03:00:00,50.6,138,Slightly unhealthy
1,2023:07:02 03:00:00,51.3,140,Slightly unhealthy
2,2023:07:02 03:00:00,38.3,107,Slightly unhealthy
3,2023:07:02 03:00:00,42.2,117,Slightly unhealthy
4,2023:07:02 03:00:00,227.4,277,Very unhealthy
5,2023:07:02 03:00:00,7.1,30,Good
1,2023:07:02 03:00:00,182.1,232,Very unhealthy
2,2023:07:02 03:00:00,41.6,115,Slightly unhealthy
3,2023:07:02 03:00:00,44.5,122,Slightly unhealthy
4,2023:07:02 03:00:00,37.2,104,Slightly unhealthy
5,2023:07:02 03:00:00,43.7,120,Slightly unhealthy
1,2023:07:02 03:00:00,49.6,135,Slightly unhealthy
2,2023:07:02 03:00:00,43.8,121,Slightly unhealthy
3,2023:07:02 03:00:00,51.9,141,Slightly unhealthy
4,2023:07:02 03:00:00,38.5,108,Slightly unhealthy
5,2023:07:02 03:00:00,39.0,109,Slightly unhealthy
1,2023:07:02 03:00:00,52.2,142,Slightly unhealthy
2,2023:07:02 03:00:00,38.8,108,Slightly unhealthy
3,2023:07:02 03:00:00,41.7,116,Slightly unhealthy
4,2023:07:02 03:00:00,22.6,73,Moderate
5,2023:07:02 03:00:00,54.3,147,Slightly unhealthy
1,2023:07:02 03:00:00,48.5,132,Slightly unhealthy
2,2023:07:02 03:00:00,36.9,104,Slightly unhealthy
3,2023:07:02 03:00:00,49.4,135,Slightly unhealthy
4,2023:07:02 03:00:00,43.6,120,Slightly unhealthy
5,2023:07:02 03:00:00,44.1,122,Slightly unhealthy
1,2023:07:02 03:00:00,493.5,472,Extremely hazardous
2,2023:07:02 03:00:00,43.7,120,Slightly unhealthy
3,2023:07:02 03:00:00,50.6,138,Slightly unhealthy
4,2023:07:02 03:00:00,40.2,112,Slightly unhealthy
5,2023:07:02 03:00:00,49.9,136,Slightly unhealthy
1,2023:07:02 03:00:00,51.7,140,Slightly unhealthy
2,2023:07:02 03:00:00,51.7,140,Slightly unhealthy
3,2023:07:02 03:00:00,36.2,102,Slightly unhealthy
4,2023:07:02 03:00:00,45.1,124,Slightly unhealthy
5,2023:07:02 03:00:00,50.4,137,Slightly unhealthy
1,2023:07:02 03:00:00,481.8,466,Extremely hazardous
2,2023:07:02 03:00:00,38.4,107,Slightly unhealthy
3,2023:07:02 03:00:00,46.6,128,Slightly unhealthy
4,2023:07:02 03:00:00,46.6,128,Slightly unhealthy
5,2023:07:02 03:00:00,46.3,127,Slightly unhealthy
1,2023:07:02 03:00:00,48.7,133,Slightly unhealthy
2,2023:07:02 03:00:00,46.6,128,Slightly unhealthy
3,2023:07:02 03:00:00,55.5,150,Unhealthy
4,2023:07:02 03:00:00,9.6,40,Good
5,2023:07:02 03:00:00,458.9,454,Extremely hazardous
1,2023:07:02 03:00:00,48.2,132,Slightly unhealthy
2,2023:07:02 03:00:00,176.9,226,Very unhealthy
3,2023:07:02 03:00:00,49.7,136,Slightly unhealthy
4,2023:07:02 03:00:00,52.6,143,Slightly unhealthy
5,2023:07:02 03:00:00,44.8,123,Slightly unhealthy
1,2023:07:02 04:00:00,36.6,103,Slightly unhealthy
2,2023:07:02 04:00:00,42.0,116,Slightly unhealthy
3,2023:07:02 04:00:00,47.0,129,Slightly unhealthy
4,2023:07:02 04:00:00,40.5,112,Slightly unhealthy
5,2023:07:02 04:00:00,53.4,145,Slightly unhealthy
1,2023:07:02 04:00:00,36.4,102,Slightly unhealthy
2,2023:07:02 04:00:00,51.2,139,Slightly unhealthy
3,2023:07:02 04:00:00,10.4,43,Good
4,2023:07:02 04:00:00,229.5,279,Very unhealthy
5,2023:07:02 04:00:00,44.3,122,Slightly unhealthy
1,2023:07:02 04:00:00,55.2,149,Slightly unhealthy
2,2023:07:02 04:00:00,263.4,313,Hazardous
3,2023:07:02 04:00:00,45.0,124,Slightly unhealthy
4,2023:07:02 04:00:00,422.6,436,Extremely hazardous
5,2023:07:02 04:00:00,10.3,43,Good
1,2023:07:02 04:00:00,10.6,44,Good
2,2023:07:02 04:00:00,156.2,206,Very unhealthy
3,2023:07:02 04:00:00,37.2,104,Slightly unhealthy
4,2023:07:02 04:00:00,51.1,139,Slightly unhealthy
5,2023:07:02 04:00:00,45.4,125,Slightly unhealthy
1,2023:07:02 04:00:00,43.7,120,Slightly unhealthy
2,2023:07:02 04:00:00,41.6,115,Slightly unhealthy
3,2023:07:02 04:00:00,421.4,435,Extremely hazardous
4,2023:07:02 04:00:00,10.5,44,Good
5,2023:07:02 04:00:00,10.3,43,Good
1,2023:07:02 04:00:00,13.4,53,Moderate
2,2023:07:02 04:00:00,24.9,77,Moderate
3,2023:07:02 04:00:00,23.4,74,Moderate
4,2023:07:02 04:00:00,36.6,103,Slightly unhealthy
5,2023:07:02 04:00:00,6.2,26,Good
1,2023:07:02 04:00:00,46.0,126,Slightly unhealthy
2,2023:07:02 04:00:00,52.0,141,Slightly unhealthy
3,2023:07:02 04:00:00,11.4,48,Good
4,2023:07:02 04:00:00,203.7,253,Very unhealthy
5,2023:07:02 04:00:00,47.3,130,Slightly unhealthy
1,2023:07:02 04:00:00,41.8,116,Slightly unhealthy
2,2023:07:02 04:00:00,52.6,143,Slightly unhealthy
3,2023:07:02 04:00:00,470.2,460,Extremely hazardous
4,2023:07:02 04:00:00,35.6,100,Slightly unhealthy
5,2023:07:02 04:00:00,51.4,140,Slightly unhealthy
1,2023:07:02 04:00:00,41.3,114,Slightly unhealthy
2,2023:07:02 04:00:00,49.9,136,Slightly unhealthy
3,2023:07:02 04:00:00,354.4,402,Extremely hazardous
4,2023:07:02 04:00:00,40.0,111,Slightly unhealthy
5,2023:07:02 04:00:00,474.8,462,Extremely hazardous
1,2023:07:02 04:00:00,49.0,134,Slightly unhealthy
2,2023:07:02 04:00:00,41.9,116,Slightly unhealthy
3,2023:07:02 04:00:00,44.0,121,Slightly unhealthy
4,2023:07:02 04:00:00,54.1,146,Slightly unhealthy
5,2023:07:02 04:00:00,41.5,115,Slightly unhealthy
1,2023:07:02 04:00:00,11.3,47,Good
2,2023:07:02 04:00:00,417.6,434,Extremely hazardous
3,2023:07:02 04:00:00,40.2,112,Slightly unhealthy
4,2023:07:02 04:00:00,49.1,134,Slightly unhealthy
5,2023:07:02 04:00:00,55.3,150,Slightly unhealthy
1,2023:07:02 04:00:00,45.8,126,Slightly unhealthy
2,2023:07:02 04:00:00,52.0,141,Slightly unhealthy
3,2023:07:02 04:00:00,54.3,147,Slightly unhealthy
4,2023:07:02 04:00:00,45.1,124,Slightly unhealthy
5,2023:07:02 04:00:00,42.4,117,Slightly unhealthy
1,2023:07:02 04:00:00,511.8,481,Extremely hazardous
2,2023:07:02 04:00:00,52.9,144,Slightly unhealthy
3,2023:07:02 04:00:00,45.5,125,Slightly unhealthy
4,2023:07:02 04:00:00,52.0,141,Slightly unhealthy
5,2023:07:02 04:00:00,46.1,126,Slightly unhealthy
1,2023:07:02 04:00:00,43.4,120,Slightly unhealthy
2,2023:07:02 04:00:00,48.9,134,Slightly unhealthy
3,2023:07:02 04:00:00,9.5,40,Good
4,2023:07:02 04:00:00,50.3,137,Slightly unhealthy
5,2023:07:02 04:00:00,23.6,75,Moderate
1,2023:07:02 04:00:00,51.1,139,Slightly unhealthy
2,2023:07:02 04:00:00,459.4,454,Extremely hazardous
3,2023:07:02 04:00:00,45.1,124,Slightly unhealthy
4,2023:07:02 04:00:00,40.5,112,Slightly unhealthy
5,2023:07:02 04:00:00,53.6,145,Slightly unhealthy
1,2023:07:02 04:00:00,42.0,116,Slightly unhealthy
2,2023:07:02 04:00:00,156.9,206,Very unhealthy
3,2023:07:02 04:00:00,52.3,142,Slightly unhealthy
4,2023:07:02 04:00:00,41.0,114,Slightly unhealthy
5,2023:07:02 04:00:00,7.7,32,Good
1,2023:07:02 04:00:00,49.1,134,Slightly unhealthy
2,2023:07:02 04:00:00,53.9,146,Slightly unhealthy
3,2023:07:02 04:00:00,9.7,40,Good
4,2023:07:02 04:00:00,6.4,27,Good
5,2023:07:02 04:00:00,54.0,146,Slightly unhealthy
1,2023:07:02 04:00:00,11.2,47,Good
2,2023:07:02 04:00:00,9.4,39,Good
3,2023:07:02 04:00:00,43.8,121,Slightly unhealthy
4,2023:07:02 04:00:00,52.7,143,Slightly unhealthy
5,2023:07:02 04:00:00,52.4,142,Slightly unhealthy
1,2023:07:02 04:00:00,6.4,27,Good
2,2023:07:02 04:00:00,165.4,215,Very unhealthy
3,2023:07:02 04:00:00,37.1,104,Slightly unhealthy
4,2023:07:02 04:00:00,38.6,108,Slightly unhealthy
5,2023:07:02 04:00:00,47.2,129,Slightly unhealthy
1,2023:07:02 04:00:00,45.2,124,Slightly unhealthy
2,2023:07:02 04:00:00,48.9,134,Slightly unhealthy
3,2023:07:02 04:00:00,40.8,113,Slightly unhealthy
4,2023:07:02 04:00:00,36.3,102,Slightly unhealthy
5,2023:07:02 04:00:00,55.2,149,Slightly unhealthy
1,2023:07:02 04:00:00,155.7,205,Very unhealthy
2,2023:07:02 04:00:00,52.5,142,Slightly unhealthy
3,2023:07:02 04:00:00,162.0,212,Very unhealthy
4,2023:07:02 04:00:00,44.6,123,Slightly unhealthy
5,2023:07:02 04:00:00,399.2,424,Extremely hazardous
1,2023:07:02 04:00:00,38.6,108,Slightly unhealthy
2,2023:07:02 04:00:00,50.3,137,Slightly unhealthy
3,2023:07:02 04:00:00,38.8,108,Slightly unhealthy
4,2023:07:02 04:00:00,201.4,251,Very unhealthy
5,2023:07:02 04:00:00,216.0,266,Very unhealthy
1,2023:07:02 04:00:00,48.0,131,Slightly unhealthy
2,2023:07:02 04:00:00,39.5,110,Slightly unhealthy
3,2023:07:02 04:00:00,36.4,102,Slightly unhealthy
4,2023:07:02 04:00:00,53.3,144,Slightly unhealthy
5,2023:07:02 04:00:00,35.7,100,Slightly unhealthy
1,2023:07:02 04:00:00,54.7,148,Slightly unhealthy
2,2023:07:02 04:00:00,46.9,128,Slightly unhealthy
3,2023:07:02 04:00:00,35.7,100,Slightly unhealthy
4,2023:07:02 04:00:00,53.9,146,Slightly unhealthy
5,2023:07:02 04:00:00,51.5,140,Slightly unhealthy
1,2023:07:02 04:00:00,37.9,106,Slightly unhealthy
2,2023:07:02 04:00:00,49.5,135,Slightly unhealthy
3,2023:07:02 04:00:00,456.5,453,Extremely hazardous
4,2023:07:02 04:00:00,50.9,138,Slightly unhealthy
5,2023:07:02 04:00:00,37.5,105,Slightly unhealthy
1,2023:07:02 04:00:00,37.0,104,Slightly unhealthy
2,2023:07:02 04:00:00,401.3,425,Extremely hazardous
3,2023:07:02 04:00:00,46.8,128,Slightly unhealthy
4,2023:07:02 04:00:00,37.7,106,Slightly unhealthy
5,2023:07:02 04:00:00,39.6,110,Slightly unhealthy
1,2023:07:02 04:00:00,50.5,138,Slightly unhealthy
2,2023:07:02 04:00:00,49.8,136,Slightly unhealthy
3,2023:07:02 04:00:00,474.5,462,Extremely hazardous
4,2023:07:02 04:00:00,49.9,136,Slightly unhealthy
5,2023:07:02 04:00:00,46.0,126,Slightly unhealthy
1,2023:07:02 04:00:00,41.5,115,Slightly unhealthy
2,2023:07:02 04:00:00,43.6,120,Slightly unhealthy
3,2023:07:02 04:00:00,11.3,47,Good
4,2023:07:02 04:00:00,237.1,287,Very unhealthy
5,2023:07:02 04:00:00,42.8,118,Slightly unhealthy
1,2023:07:02 04:00:00,7.5,31,Good
2,2023:07:02 04:00:00,49.8,136,Slightly unhealthy
3,2023:07:02 04:00:00,44.9,124,Slightly unhealthy
4,2023:07:02 04:00:00,37.7,106,Slightly unhealthy
5,2023:07:02 04:00:00,55.5,150,Unhealthy
1,2023:07:02 04:00:00,44.2,122,Slightly unhealthy
2,2023:07:02 04:00:00,55.3,150,Slightly unhealthy
3,2023:07:02 04:00:00,39.5,110,Slightly unhealthy
4,2023:07:02 04:00:00,48.7,133,Slightly unhealthy
5,2023:07:02 04:00:00,48.3,132,Slightly unhealthy
1,2023:07:02 04:00:00,43.1,119,Slightly unhealthy
2,2023:07:02 04:00:00,49.5,135,Slightly unhealthy
3,2023:07:02 04:00:00,47.0,129,Slightly unhealthy
4,2023:07:02 04:00:00,36.0,101,Slightly unhealthy
5,2023:07:02 04:00:00,249.9,299,Very unhealthy
1,2023:07:02 04:00:00,39.8,111,Slightly unhealthy
2,2023:07:02 04:00:00,45.1,124,Slightly unhealthy
3,2023:07:02 04:00:00,9.4,39,Good
4,2023:07:02 04:00:00,197.8,247,Very unhealthy
5,2023:07:02 04:00:00,38.9,108,Slightly unhealthy
1,2023:07:02 04:00:00,41.6,115,Slightly unhealthy
2,2023:07:02 04:00:00,50.4,137,Slightly unhealthy
3,2023:07:02 04:00:00,49.0,134,Slightly unhealthy
4,2023:07:02 04:00:00,45.6,125,Slightly unhealthy
5,2023:07:02 04:00:00,37.5,105,Slightly unhealthy
1,2023:07:02 04:00:00,5.8,24,Good
2,2023:07:02 04:00:00,43.7,120,Slightly unhealthy
3,2023:07:02 04:00:00,36.9,104,Slightly unhealthy
4,2023:07:02 04:00:00,49.3,134,Slightly unhealthy
5,2023:07:02 04:00:00,6.5,27,Good
1,2023:07:02 04:00:00,33.8,96,Moderate
2,2023:07:02 04:00:00,394.1,422,Extremely hazardous
3,2023:07:02 04:00:00,55.2,149,Slightly unhealthy
4,2023:07:02 04:00:00,44.7,123,Slightly unhealthy
5,2023:07:02 04:00:00,7.9,33,Good
1,2023:07:02 04:00:00,48.9,134,Slightly unhealthy
2,2023:07:02 04:00:00,53.2,144,Slightly unhealthy
3,2023:07:02 04:00:00,47.8,131,Slightly unhealthy
4,2023:07:02 04:00:00,54.3,147,Slightly unhealthy
5,2023:07:02 04:00:00,37.9,106,Slightly unhealthy
1,2023:07:02 04:00:00,43.2,119,Slightly unhealthy
2,2023:07:02 04:00:00,49.4,135,Slightly unhealthy
3,2023:07:02 04:00:00,39.4,110,Slightly unhealthy
4,2023:07:02 04:00:00,42.4,117,Slightly unhealthy
5,2023:07:02 04:00:00,53.3,144,Slightly unhealthy
1,2023:07:02 04:00:00,33.9,97,Moderate
2,2023:07:02 04:00:00,46.4,127,Slightly unhealthy
3,2023:07:02 04:00:00,39.3,110,Slightly unhealthy
4,2023:07:02 04:00:00,10.1,42,Good
5,2023:07:02 04:00:00,5.1,21,Good
1,2023:07:02 04:00:00,53.4,145,Slightly unhealthy
2,2023:07:02 04:00:00,153.5,203,Very unhealthy
3,2023:07:02 04:00:00,46.6,128,Slightly unhealthy
4,2023:07:02 04:00:00,6.3,26,Good
5,2023:07:02 04:00:00,23.4,74,Moderate
1,2023:07:02 04:00:00,51.0,139,Slightly unhealthy
2,2023:07:02 04:00:00,52.7,143,Slightly unhealthy
3,2023:07:02 04:00:00,53.4,145,Slightly unhealthy
4,2023:07:02 04:00:00,22.3,72,Moderate
5,2023:07:02 04:00:00,205.0,254,Very unhealthy
1,2023:07:02 04:00:00,38.6,108,Slightly unhealthy
2,2023:07:02 04:00:00,46.7,128,Slightly unhealthy
3,2023:07:02 04:00:00,43.6,120,Slightly unhealthy
4,2023:07:02 04:00:00,38.5,108,Slightly unhealthy
5,2023:07:02 04:00:00,50.8,138,Slightly unhealthy
1,2023:07:02 04:00:00,28.5,85,Moderate
2,2023:07:02 04:00:00,15.6,58,Moderate
3,2023:07:02 04:00:00,52.5,142,Slightly unhealthy
4,2023:07:02 04:00:00,48.5,132,Slightly unhealthy
5,2023:07:02 04:00:00,38.3,107,Slightly unhealthy
1,2023:07:02 04:00:00,28.0,84,Moderate
2,2023:07:02 04:00:00,28.1,84,Moderate
3,2023:07:02 04:00:00,44.6,123,Slightly unhealthy
